price,marketing_spend,num_features,usage,tenure,satisfaction,churn
80.95,13175.74,4,70.16,32,4.87,0
104.64,13471.65,1,45.75,38,4.42,0
125.51,7286.53,2,87.16,17,1.82,0
153.56,7430.25,8,70.99,58,4.1,0
55.9,2077.57,14,5.77,40,1.03,0
169.91,10390.71,10,63.59,24,1.52,0
144.19,12497.63,8,13.9,12,1.8,0
62.26,4425.17,14,79.19,19,3.39,0
181.04,6898.21,2,99.19,29,1.78,1
188.13,12743.75,4,55.46,52,2.46,0
59.16,13279.69,1,69.86,17,1.97,0
91.53,4404.52,7,27.54,21,2.35,0
170.93,8707.99,4,46.57,60,4.77,0
162.24,3694.9,11,86.33,20,4.99,0
77.68,2426.3,14,20.91,53,3.74,0
81.4,13755.69,8,30.23,63,3.29,0
105.57,12487.11,9,47.32,57,3.83,0
122.68,11640.49,12,72.66,29,4.09,0
142.74,1682.73,9,40.71,1,3.96,0
105.34,12812.2,3,93.13,59,1.33,0
119.38,7132.62,5,13.97,64,2.24,0
162.12,5793.53,6,40.23,71,2.37,0
55.5,8650.67,6,72.35,44,2.48,0
87.87,2278.95,10,26.47,48,2.38,0
157.0,11593.05,8,67.36,15,4.15,0
184.28,9154.09,6,20.6,35,3.99,0
126.75,3612.26,6,10.32,23,1.02,1
129.82,3635.25,4,16.5,53,2.19,0
66.08,3579.48,7,93.35,45,3.49,0
117.11,1798.03,14,57.42,13,1.48,0
129.89,9229.18,14,80.65,34,1.28,0
86.37,12764.87,8,36.6,38,4.31,0
90.39,1244.97,3,61.3,70,2.81,0
106.59,1686.07,7,52.02,68,4.42,0
53.01,9018.78,3,94.85,5,4.29,0
98.31,12472.94,8,76.02,40,4.57,0
81.72,5574.34,1,74.4,70,1.19,0
99.12,5894.6,1,9.4,21,1.74,0
67.96,9348.85,14,57.22,28,2.18,0
183.58,4838.98,6,49.36,3,1.54,1
139.04,1372.52,10,93.15,23,2.94,0
151.87,11293.2,9,29.45,19,4.2,0
168.38,9759.1,12,30.63,50,4.8,0
124.77,9130.58,14,44.08,58,4.56,0
63.04,11383.58,4,28.12,20,2.83,0
130.57,10453.23,6,17.27,53,3.55,0
138.03,3882.35,12,86.45,9,1.92,0
161.82,5934.73,5,58.04,4,2.61,0
114.75,2765.54,12,86.83,41,4.48,0
69.14,2818.0,1,83.96,25,1.12,0
92.57,10466.74,6,31.79,34,3.13,0
104.46,13020.4,9,57.04,9,4.49,0
146.89,14478.26,12,12.91,13,1.49,0
135.62,9796.86,3,91.95,9,4.93,0
103.41,3577.42,11,43.4,4,1.05,0
197.98,2479.1,3,42.4,34,4.54,0
140.87,12379.91,14,33.76,7,2.41,0
85.58,9102.59,2,48.76,15,1.53,0
65.27,9655.99,13,28.92,38,1.63,0
72.93,11940.47,4,40.61,52,3.8,0
86.89,10845.88,10,80.99,7,4.48,0
74.1,12682.42,3,84.25,45,3.56,0
77.99,1786.99,12,33.9,59,4.71,0
92.76,11465.29,2,49.56,21,4.37,0
76.01,12911.94,1,88.01,28,1.04,0
184.51,5005.89,3,10.0,3,3.68,1
62.04,9966.26,10,89.47,14,2.22,0
128.68,5398.27,6,25.82,2,2.82,1
111.56,14411.59,9,69.46,29,1.38,0
197.36,1467.93,11,60.34,18,2.13,0
66.81,9117.1,5,57.53,37,3.53,0
109.68,3331.05,3,86.64,45,1.87,0
195.42,10971.08,14,14.65,45,3.59,0
179.83,3462.46,5,37.97,24,4.69,0
172.56,4295.37,5,56.13,46,1.02,0
88.69,7921.19,5,82.07,12,4.14,0
75.63,13807.69,12,25.56,53,3.57,0
150.3,3964.0,12,81.28,45,1.19,0
189.41,3019.36,7,42.97,32,4.16,0
133.51,11625.68,5,22.95,18,1.9,0
135.74,8008.67,7,77.1,13,2.06,0
92.0,13764.99,9,13.64,4,1.37,0
165.42,3052.6,5,53.9,23,3.14,1
78.06,10042.99,2,11.07,62,2.99,0
98.55,4260.31,5,38.86,54,2.39,0
113.82,3194.65,8,62.1,55,1.68,0
126.14,10568.01,12,57.83,69,4.35,0
86.36,9311.58,4,43.44,40,4.51,0
67.23,11567.58,2,45.76,14,3.16,0
141.59,5332.48,10,26.54,28,1.98,0
93.29,7271.6,3,48.31,71,1.38,0
137.19,6676.6,9,95.56,67,4.47,0
73.15,14777.25,9,85.79,29,1.38,0
122.17,5091.49,8,18.8,61,1.05,0
129.89,5127.44,8,7.83,68,2.88,0
57.77,5963.67,8,93.68,9,3.93,0
100.49,8904.32,8,55.04,17,2.83,0
70.16,4532.52,8,56.09,49,1.21,0
59.51,13814.06,1,79.17,63,3.76,0
198.49,4719.6,6,34.9,46,3.57,0
98.35,13541.42,12,50.78,13,3.73,0
171.48,2448.65,9,97.02,45,1.84,0
88.2,10191.88,8,68.85,53,4.18,0
152.23,13697.8,3,19.61,17,2.92,1
164.03,3362.49,11,17.66,47,3.15,0
139.35,14556.58,1,24.41,62,3.18,0
120.74,7340.37,2,77.84,50,2.15,0
111.78,14240.01,11,33.06,43,2.0,0
102.33,10475.48,2,7.03,68,1.02,0
189.43,5222.22,7,94.7,28,2.59,0
174.59,3636.24,12,21.12,45,2.94,0
194.75,5252.29,6,5.91,41,3.97,0
68.64,2302.24,11,27.53,36,1.27,0
159.63,3014.15,2,27.33,33,4.7,0
190.75,2465.25,8,45.09,25,2.06,1
77.18,6921.21,9,92.44,19,2.47,0
59.97,12138.1,7,88.52,47,1.19,0
161.17,2979.37,4,48.4,33,3.61,0
136.17,2824.49,13,44.04,67,3.84,0
176.27,10008.01,13,57.73,14,4.72,0
70.97,3760.56,1,28.13,33,2.35,0
169.29,2366.54,4,9.96,42,2.03,0
80.24,3335.88,4,94.23,65,3.9,0
74.55,13932.24,8,22.74,47,3.83,0
74.64,12500.6,4,23.85,35,4.75,0
172.19,5956.9,4,49.88,32,1.82,0
149.78,10181.49,13,51.7,55,3.82,0
128.46,8521.86,2,6.75,54,1.27,0
103.82,10479.74,12,19.06,51,2.92,0
181.58,10557.4,10,40.92,59,1.48,0
108.87,9802.28,7,69.95,14,3.61,0
172.49,4725.42,4,26.7,18,3.41,1
115.87,1546.09,11,45.19,55,1.2,0
106.54,7377.93,6,57.95,56,2.28,0
119.4,13473.63,3,89.42,49,2.58,0
95.21,8972.96,7,35.98,60,1.99,0
162.14,12653.47,6,17.69,53,1.15,0
125.41,14882.74,3,51.48,71,2.28,0
84.83,3290.63,4,75.94,6,4.17,0
184.94,10684.89,10,15.44,70,2.44,0
107.58,10440.11,14,45.34,8,2.29,0
131.53,14719.38,5,6.69,15,4.77,0
185.97,14798.41,9,8.19,26,1.17,0
143.64,10613.5,14,50.88,39,4.07,0
67.53,4410.61,6,33.33,3,2.93,0
190.97,12179.78,13,85.29,57,4.78,0
144.16,2498.41,4,62.2,10,2.57,0
100.24,11929.79,11,48.12,3,3.83,0
70.89,13742.75,11,43.75,46,1.28,0
169.1,6359.67,7,52.24,22,4.72,0
143.01,9828.89,2,8.84,67,2.38,0
130.02,7022.0,4,89.82,65,3.1,0
184.08,7128.71,5,99.84,19,1.55,0
168.29,5345.19,4,22.24,62,4.78,0
72.75,11669.81,4,16.44,57,3.69,0
96.76,14106.47,11,18.64,13,1.22,0
87.27,14170.51,13,67.8,16,1.62,0
161.59,3446.94,9,67.84,16,2.6,0
55.03,13246.41,14,85.55,52,1.87,0
135.48,11324.04,11,76.42,41,2.22,0
164.37,4539.72,13,47.72,48,4.99,0
181.51,1941.98,2,63.22,39,3.63,0
101.31,4751.96,6,70.39,13,4.69,0
173.19,13770.92,14,53.71,4,2.74,0
66.59,9864.5,8,50.19,43,3.84,0
176.97,11094.77,8,66.28,46,2.84,0
69.12,4600.13,11,57.96,47,2.31,0
109.59,11071.43,7,66.17,53,3.08,0
169.59,1393.7,10,63.22,25,2.71,0
72.49,6254.5,11,73.32,41,4.92,0
84.39,9774.55,4,66.07,3,2.98,0
158.34,3045.35,7,54.38,13,4.24,0
158.01,12522.05,13,69.77,18,3.67,0
146.17,4290.44,10,47.7,37,2.92,0
154.09,10131.94,6,27.96,43,2.9,0
131.41,6672.76,11,5.13,34,2.37,0
87.77,9344.61,6,58.2,55,1.43,0
101.85,2504.31,2,61.11,52,4.05,0
77.24,1236.78,8,97.34,36,4.67,0
186.27,13733.9,8,39.34,54,1.87,0
137.51,4774.82,14,42.44,59,4.7,0
110.13,12475.48,11,24.17,52,1.93,0
119.3,14990.9,7,11.7,19,3.12,0
192.09,3960.04,11,78.42,12,2.37,0
73.0,4712.39,9,28.72,11,1.46,0
137.93,10280.04,8,62.85,48,1.21,0
125.88,14516.28,14,70.34,16,2.46,0
141.72,13821.4,9,49.77,71,1.19,0
52.72,8040.26,9,88.25,47,1.42,0
180.82,12131.54,6,47.16,67,1.57,0
189.82,2900.44,2,32.07,31,1.01,1
134.77,14684.13,12,90.12,8,1.61,0
154.5,14500.95,7,86.85,61,3.31,0
188.37,3292.21,3,20.58,44,4.28,0
156.09,5191.92,13,7.47,50,1.77,0
72.88,2402.17,7,13.55,35,1.32,0
136.44,4804.05,9,32.22,61,3.92,0
141.01,12423.38,10,97.36,55,1.03,0
113.62,6296.42,14,58.06,66,3.94,0
160.47,2237.56,10,40.46,14,1.52,0
190.16,5791.16,2,89.43,4,1.91,1
188.84,14739.37,14,48.05,17,1.48,1
117.63,9815.57,13,34.95,69,1.99,0
66.99,6826.25,6,94.42,24,4.19,0
197.73,3331.54,13,85.7,49,1.53,0
175.83,14806.48,6,85.15,55,4.98,0
68.7,12491.89,9,53.67,71,2.31,0
188.13,4940.68,13,80.0,23,4.69,0
180.48,1980.96,9,22.04,12,1.76,1
127.83,1792.76,13,59.46,11,1.75,0
138.69,2685.29,5,98.47,29,3.26,0
109.85,9130.76,14,32.64,62,1.2,0
58.21,14002.69,5,80.46,53,4.2,0
100.28,7954.41,9,51.6,48,2.76,0
170.43,12801.24,8,8.78,66,3.8,0
50.69,7242.41,7,77.49,48,1.7,0
100.02,10920.17,8,21.01,59,3.57,0
109.73,11246.22,6,64.99,71,3.38,0
130.61,3435.49,3,13.14,57,4.02,0
187.98,6057.02,7,94.95,3,2.19,0
101.95,9922.23,8,32.71,32,4.73,0
102.04,1989.75,8,26.51,8,4.85,0
160.63,6061.56,1,17.27,30,4.47,0
117.83,8487.19,7,94.87,15,3.29,0
83.69,14947.14,3,72.63,55,2.68,0
117.87,7643.47,2,75.46,38,1.23,0
71.13,12424.79,14,52.44,15,4.79,0
76.46,7048.94,2,50.1,30,4.81,0
124.76,12149.47,14,15.45,46,1.07,0
112.84,9335.81,14,58.18,64,2.43,0
187.23,13412.34,8,28.46,26,4.52,0
104.36,6753.2,9,97.83,67,1.32,0
137.09,9460.26,3,80.68,36,1.79,0
144.84,9820.26,14,44.23,31,4.91,0
51.96,6843.36,3,19.38,40,4.39,0
149.53,3020.37,6,79.61,46,4.65,0
76.71,2309.83,11,16.6,42,1.57,0
194.16,1233.4,10,22.99,18,1.85,0
72.3,13229.48,1,25.09,36,3.42,0
112.19,4310.65,6,57.9,50,3.01,0
62.8,3961.09,12,79.77,61,2.19,0
199.53,11304.5,3,34.86,40,4.54,0
125.33,5480.23,11,13.04,3,4.61,0
139.31,8084.63,4,49.13,7,2.17,0
60.06,3275.15,9,76.07,31,1.62,0
162.49,14436.44,3,26.06,65,1.6,0
81.49,12922.14,1,25.89,64,2.94,0
184.71,13093.05,3,94.99,3,1.53,0
80.77,6694.83,7,95.64,35,2.89,0
78.6,11673.06,13,99.09,15,2.85,0
55.48,3014.27,7,81.73,21,4.54,0
120.81,1120.67,11,22.88,62,2.18,0
134.73,1279.62,5,25.14,28,3.24,0
59.86,9212.42,14,37.32,4,3.97,0
166.33,7375.53,1,35.22,13,3.38,0
117.99,8252.21,11,95.87,51,4.82,0
128.66,1104.48,8,79.96,48,3.41,0
116.11,6917.61,10,73.78,39,4.61,0
110.11,11052.95,8,22.67,67,1.98,0
133.95,7197.71,10,91.4,58,3.24,0
73.29,11251.07,12,83.65,2,3.17,0
77.29,4262.27,10,20.55,25,4.96,0
179.27,12383.99,13,87.76,11,1.82,0
191.92,9238.04,10,30.86,1,1.56,0
106.0,3950.68,2,12.68,48,3.45,0
90.61,4314.09,10,67.4,48,1.89,0
146.6,9792.43,3,67.11,10,3.56,0
111.31,12619.15,4,14.02,30,4.89,0
53.81,6818.79,1,35.29,35,4.79,0
73.42,4616.21,4,99.32,19,1.92,0
157.4,13138.16,5,69.45,53,1.68,0
148.84,10369.76,3,74.36,34,3.24,0
54.06,7273.2,14,25.23,32,3.35,0
83.3,7830.6,11,12.48,6,3.65,0
84.66,3859.59,10,31.31,13,3.97,0
150.78,9775.24,2,28.65,64,3.4,0
52.96,6022.4,13,27.28,7,1.45,0
65.62,14939.03,6,23.31,45,4.16,0
169.99,7722.57,8,59.6,45,1.32,0
76.78,7802.4,7,36.17,65,1.08,0
147.91,8921.93,11,82.93,19,4.08,0
85.73,13834.58,14,22.48,47,3.19,0
64.92,12211.45,1,49.14,46,3.79,0
86.48,7315.82,4,6.3,29,2.53,0
158.34,11061.79,3,50.76,61,1.04,0
178.35,9207.3,6,10.3,65,2.32,0
174.53,7893.14,9,97.88,23,3.43,0
109.58,3692.42,9,80.11,51,1.9,0
150.21,7495.11,7,51.56,63,3.75,0
80.75,4441.46,12,13.23,22,4.18,0
93.97,13807.79,9,61.28,71,2.82,0
184.45,5695.7,8,77.08,33,4.5,0
51.95,14331.7,5,23.12,44,4.42,0
62.83,8462.77,9,58.98,7,4.51,0
81.18,9841.62,14,82.35,2,3.64,0
53.98,8601.17,7,77.98,17,2.22,0
77.22,2811.33,5,81.28,65,2.93,0
137.46,6261.5,8,88.54,58,3.84,0
113.21,2388.05,7,94.08,30,1.84,0
183.9,9721.36,9,43.52,26,3.96,0
172.62,7256.24,10,59.03,35,3.19,0
101.27,11891.79,1,80.11,63,1.38,0
88.91,4086.59,13,71.23,71,3.23,0
106.95,3303.92,9,99.57,28,1.27,0
138.54,6688.65,7,6.3,25,1.06,0
90.21,13972.2,1,38.74,61,4.56,0
143.62,10945.91,1,31.7,31,2.96,0
111.41,6864.93,5,29.92,54,3.17,0
132.81,8241.81,8,26.14,67,2.12,0
115.42,2178.98,9,72.37,51,3.17,0
94.17,14784.06,12,13.05,58,1.68,0
192.27,10329.7,6,75.45,34,3.98,0
164.54,4995.66,12,70.88,59,4.29,0
71.02,9201.32,13,28.83,21,4.42,0
180.27,2532.75,10,29.02,56,1.43,0
123.11,14521.71,12,64.74,37,3.23,0
184.18,3446.99,8,77.41,64,4.24,0
169.98,10072.42,6,88.27,19,1.51,0
113.78,4436.36,11,85.95,53,1.4,0
53.37,11045.86,6,96.66,71,4.27,0
90.3,11875.5,4,60.23,63,4.19,0
131.25,10427.88,11,91.32,62,2.79,0
145.02,9602.99,5,81.81,19,1.44,0
88.68,13494.57,14,89.99,2,3.06,0
70.9,2100.77,2,6.1,6,2.58,1
175.24,5632.81,3,96.76,29,3.07,0
197.66,4476.02,3,49.99,41,2.76,0
128.85,14832.2,14,80.83,51,3.27,0
75.75,6451.46,12,17.08,5,3.91,0
90.85,11256.58,11,42.61,41,4.1,0
52.76,10586.15,5,30.79,62,3.6,0
187.14,3969.14,14,32.71,30,1.8,1
67.66,4345.97,5,16.71,62,2.59,0
136.48,4937.98,6,81.55,27,1.28,0
91.11,6755.78,5,5.88,50,2.81,0
133.13,4280.55,12,34.69,52,4.88,0
147.71,1275.12,6,21.57,49,3.57,0
174.46,13311.5,8,60.96,62,1.62,0
80.96,14518.54,2,29.15,60,2.07,0
51.65,5781.99,4,29.6,54,1.26,0
70.53,5739.1,13,51.39,5,1.73,0
185.0,1099.29,6,67.01,9,2.95,0
181.08,10523.51,12,16.52,34,2.38,0
139.61,12556.16,5,21.67,36,1.82,0
140.08,3052.52,1,28.48,20,1.59,1
149.76,3235.33,9,97.51,63,3.62,0
76.31,12061.17,3,42.73,67,3.23,0
187.16,9628.07,2,61.9,30,4.37,0
112.82,1628.05,9,27.95,69,1.73,0
107.47,9715.66,7,51.59,70,4.39,0
127.84,5324.85,5,12.04,3,3.31,0
57.04,6162.15,12,8.3,49,2.06,0
74.94,11776.24,6,49.53,42,2.09,0
160.71,12353.09,12,42.87,24,2.56,0
62.42,6604.99,11,18.0,44,2.84,0
140.47,14260.14,4,70.32,1,1.33,0
86.8,6690.48,1,99.33,54,4.37,0
108.39,11805.7,4,42.59,52,1.49,0
93.3,7774.28,9,64.33,36,2.93,0
103.35,13565.45,1,96.48,38,2.53,0
157.86,13708.66,10,84.0,44,3.05,0
94.57,2223.84,3,49.04,47,4.55,0
134.96,14110.91,5,75.06,29,4.96,0
121.41,12557.49,7,17.17,51,1.08,0
149.55,12078.35,9,53.65,41,2.57,0
190.52,3812.76,6,31.51,64,4.27,0
159.89,12271.67,3,20.31,48,2.31,0
82.24,12901.86,13,45.5,22,3.6,0
54.68,5048.1,7,17.45,17,4.97,0
89.34,14331.64,14,71.4,5,3.59,0
139.26,1698.04,4,48.34,61,1.44,0
57.71,3098.73,3,55.46,6,4.37,0
124.45,8526.14,14,18.91,53,4.87,0
139.53,9061.09,7,18.28,17,3.85,0
100.14,10032.1,11,60.42,59,2.68,0
165.64,1237.57,11,98.58,39,4.79,0
65.99,14445.13,7,14.14,54,4.87,0
61.27,1624.23,4,32.14,48,4.74,0
159.23,3002.87,12,87.6,37,2.65,0
124.32,1196.2,7,11.87,48,4.16,0
153.26,8936.02,11,88.21,68,3.62,0
115.22,14051.74,14,54.81,27,1.72,0
86.96,10323.26,2,43.79,27,3.14,0
172.87,12517.2,1,34.42,63,3.99,0
169.91,1185.94,12,33.23,52,4.58,0
154.2,8588.21,2,34.05,47,4.45,0
90.82,7433.88,4,89.06,21,1.62,0
138.53,7985.55,8,73.76,57,2.95,0
104.15,2010.98,3,68.62,42,2.91,0
63.74,10582.1,10,80.88,48,4.59,0
187.6,8045.09,6,29.43,27,1.01,0
70.52,11712.08,6,63.71,33,3.95,0
192.54,7794.07,13,48.71,35,3.47,0
116.9,3091.34,9,79.33,16,4.69,0
77.77,10075.6,9,34.38,36,2.83,0
131.29,3413.41,4,66.1,66,3.63,0
180.94,13213.52,9,88.81,56,4.89,0
159.83,9583.63,13,43.2,17,3.98,0
170.98,3200.85,6,11.33,20,1.27,1
148.82,14472.73,2,54.02,8,1.67,0
153.84,8257.12,10,37.87,18,4.29,0
177.38,2020.58,14,68.86,18,2.34,0
87.45,9775.66,11,95.35,18,3.82,0
123.41,4544.78,6,51.13,2,3.8,0
83.18,12251.71,2,49.29,51,4.97,0
198.15,12449.51,8,67.19,10,2.88,0
191.61,14705.26,4,14.83,14,3.95,0
55.91,8026.17,5,29.08,26,1.2,0
155.84,7369.4,8,92.3,47,2.85,0
188.79,11548.66,14,68.64,30,1.75,0
77.09,2854.59,11,6.28,56,4.36,0
135.19,8656.82,8,24.44,42,4.36,0
187.32,8647.47,12,69.87,4,1.95,0
55.09,2252.62,14,77.62,11,2.27,0
154.61,6851.78,12,84.79,24,3.81,0
94.6,12945.99,6,32.76,67,3.95,0
188.66,12986.15,4,93.45,37,3.63,0
195.66,2389.33,1,57.53,2,4.99,1
191.64,2270.09,12,71.17,12,4.47,0
121.13,4677.74,7,61.69,21,2.67,0
179.31,13246.72,8,16.66,69,2.31,0
176.68,2804.64,9,96.5,71,3.39,0
97.87,11079.96,2,16.67,64,4.27,0
174.34,2416.32,1,29.21,68,2.9,0
55.55,9723.93,4,82.29,43,3.95,0
139.44,5984.94,13,63.77,54,1.08,0
84.5,12044.8,5,84.62,62,4.7,0
68.09,4271.67,10,53.99,12,4.1,0
61.54,9948.83,12,40.81,1,2.58,0
154.44,4299.56,1,92.58,33,2.54,0
100.98,10991.24,5,8.44,64,1.41,0
158.72,13231.49,6,86.33,68,4.26,0
59.8,2775.23,3,26.93,14,4.07,0
97.29,13132.34,12,85.63,14,3.52,0
130.92,9310.05,7,18.22,9,1.41,0
168.61,2779.55,14,60.12,26,2.05,0
97.81,6985.59,6,89.37,49,2.84,0
143.88,3252.04,4,49.99,17,2.06,0
182.9,10804.87,3,75.92,68,2.74,0
142.38,11624.15,5,81.44,60,1.9,0
84.94,2481.15,3,74.97,3,2.4,0
53.66,8085.96,10,92.91,25,3.61,0
180.51,12404.75,9,47.45,21,4.57,0
53.19,14106.28,9,21.45,12,2.54,0
181.21,8189.25,6,9.54,54,3.77,0
129.34,14303.91,13,28.41,1,1.54,0
190.86,8499.65,11,18.6,1,3.16,0
169.82,6518.67,6,58.01,45,4.69,0
199.69,12874.84,12,22.57,46,1.11,0
102.61,7901.76,14,8.7,48,2.07,0
165.08,7606.64,4,8.42,7,1.53,1
110.29,7864.37,4,84.0,10,3.13,0
121.98,12854.99,2,61.19,15,3.72,0
144.13,12647.18,10,39.02,40,1.23,0
181.05,6649.28,4,89.95,11,1.28,0
197.61,5666.2,8,11.67,56,4.48,0
165.24,7886.99,13,98.13,46,2.82,0
112.67,9018.82,10,63.55,45,2.85,0
113.2,4336.72,2,22.43,13,4.78,1
160.64,12115.37,9,69.51,27,2.28,0
85.82,7810.76,14,77.52,50,4.59,0
66.57,5676.64,1,45.79,61,4.9,0
103.19,2495.49,13,86.86,13,1.97,0
93.09,4343.83,2,19.32,12,3.06,0
94.45,14289.94,2,31.49,29,3.14,0
85.04,5271.4,11,13.88,20,4.46,0
56.31,3364.03,13,25.03,31,2.22,0
52.68,7449.42,14,27.68,8,4.19,0
198.16,5299.23,6,92.18,24,4.88,0
114.17,1492.23,14,12.42,39,4.36,0
107.65,5524.03,7,45.6,33,4.64,0
151.95,8617.52,13,55.58,42,3.83,0
82.74,8723.97,3,90.38,15,4.62,0
192.49,5991.82,11,99.78,68,1.66,0
167.95,7262.24,9,76.57,65,3.85,0
63.41,14517.25,5,97.23,32,3.93,0
112.64,6282.88,5,79.77,11,2.76,0
181.87,4615.18,11,96.5,37,1.32,0
191.71,4408.54,12,72.19,19,3.49,0
120.11,7408.7,4,12.58,51,1.21,0
142.01,11633.28,9,43.18,34,2.53,0
75.06,3883.83,8,66.43,71,2.57,0
198.68,10930.15,12,38.32,60,5.0,0
84.75,1296.1,4,30.97,53,2.2,0
191.41,6865.06,4,59.85,12,4.28,1
147.45,11862.11,2,93.68,62,1.21,0
141.16,5742.26,9,8.32,66,3.12,0
126.9,8892.32,3,78.08,48,3.15,0
84.6,3869.71,4,73.66,40,3.51,0
76.48,11387.94,14,96.58,24,4.24,0
83.07,1731.91,7,93.42,50,4.05,0
77.97,12935.6,10,77.41,68,4.04,0
166.94,3774.75,8,54.44,43,2.73,0
102.52,13241.57,8,24.41,17,3.91,0
58.68,5935.41,4,56.8,55,2.97,0
195.37,11117.57,7,77.71,34,1.27,0
182.57,5469.15,10,90.09,70,4.56,0
189.16,13682.76,1,80.02,60,4.56,0
199.24,2772.92,6,23.55,51,2.29,1
76.08,3499.28,6,61.97,35,4.66,0
109.44,7902.42,6,36.56,34,4.03,0
163.74,2147.14,12,5.87,16,2.6,0
154.4,3743.72,2,24.02,18,2.33,0
73.08,14212.73,8,15.76,38,4.9,0
172.37,14670.86,14,85.06,43,3.85,0
83.67,6267.63,5,29.56,32,2.52,0
83.57,13926.0,5,32.05,7,3.57,0
130.55,8627.55,2,96.19,46,3.29,0
138.94,4776.39,4,41.01,61,3.1,0
137.01,10833.58,12,5.91,18,3.58,0
63.72,10224.63,9,31.97,71,3.15,0
181.62,14847.75,9,16.33,40,3.62,0
89.84,4710.66,6,14.77,50,4.63,0
69.43,10408.83,11,12.36,5,4.97,0
183.31,1728.33,9,61.36,54,3.84,0
193.35,2591.04,4,22.99,58,4.71,0
179.32,1054.86,11,39.32,22,4.43,0
171.43,14992.45,1,86.89,38,2.18,0
148.29,12231.83,2,45.31,49,4.73,0
132.63,12014.12,13,91.99,1,1.28,0
63.05,8136.17,1,52.3,36,2.32,0
111.27,5200.94,8,42.89,28,3.56,0
105.9,3117.7,9,76.29,35,3.11,0
88.96,4985.45,10,11.95,60,3.17,0
158.51,6263.6,12,13.5,62,4.18,0
124.38,11588.34,6,66.94,46,1.78,0
62.16,8555.27,2,51.26,61,4.93,0
83.03,2084.77,6,80.09,65,2.75,0
152.49,1252.41,9,92.05,26,4.8,0
61.42,2432.65,12,41.89,35,2.53,0
177.68,6746.98,3,61.66,57,3.41,0
124.27,14064.7,9,52.57,63,2.8,0
122.09,9923.63,2,98.25,4,3.7,0
138.86,12225.56,11,83.95,42,1.73,0
173.7,7529.24,5,91.62,45,2.6,0
102.17,6063.33,11,29.16,39,1.27,0
151.7,2517.61,2,78.39,65,3.39,0
134.86,13263.06,7,30.22,22,4.85,0
90.05,11964.24,11,24.83,11,1.18,0
181.79,3353.65,10,94.71,37,3.64,0
169.61,8171.65,9,6.83,51,4.1,0
148.77,7823.25,7,96.71,58,1.85,0
177.59,9751.28,12,19.18,7,2.09,1
180.09,14246.62,5,82.85,8,1.81,0
156.25,9116.8,4,31.21,51,2.19,0
175.55,8563.04,12,38.32,23,1.44,0
154.62,1704.52,4,25.59,9,2.48,0
152.02,1880.7,10,60.62,46,2.48,0
142.79,3622.86,8,38.07,38,4.23,0
162.91,1454.59,10,67.45,13,4.2,0
73.79,11406.94,13,6.49,7,4.19,0
182.13,11126.62,10,11.12,11,3.27,0
180.78,2904.79,14,14.47,50,2.3,0
54.39,12705.1,10,44.8,67,2.64,0
173.87,3167.0,10,82.41,41,2.27,0
69.33,5216.46,10,89.38,29,3.33,0
100.27,4485.68,1,28.26,37,4.75,0
161.53,6212.3,5,59.57,56,2.14,0
74.11,4565.29,14,77.99,16,2.84,0
172.7,7845.31,2,32.44,44,3.62,0
174.82,6703.71,13,43.86,50,4.38,0
126.12,14811.97,11,54.78,71,2.01,0
50.96,1782.97,9,17.81,6,2.12,0
93.06,2990.54,7,7.47,18,4.54,0
142.54,1739.56,10,19.52,19,1.32,0
197.18,9761.78,8,64.55,51,3.42,0
144.77,1763.13,6,11.99,66,4.44,0
88.97,12710.16,9,23.02,3,4.69,0
145.1,8167.14,6,37.1,54,1.05,0
131.0,8378.11,7,12.4,49,2.48,0
166.98,8862.32,7,23.21,28,2.03,0
66.05,3391.39,9,91.57,38,3.27,0
164.15,3767.66,11,6.83,28,3.53,0
131.19,5463.44,8,67.08,32,5.0,0
194.45,9308.95,13,41.52,41,3.05,0
101.28,3941.65,1,68.9,36,3.21,0
144.89,2628.64,4,60.93,36,2.66,0
189.8,14581.64,7,26.23,66,1.59,0
65.38,1307.75,11,85.48,10,2.21,0
190.58,12237.76,8,51.73,70,1.99,0
153.18,12032.49,7,83.14,63,4.2,0
60.18,5161.0,12,43.57,22,3.18,0
95.14,2898.77,3,98.55,20,2.18,0
156.23,3038.8,4,78.2,33,2.96,0
60.1,10764.04,12,96.77,15,1.88,0
137.33,9999.29,7,53.86,7,1.74,0
101.88,11958.44,8,50.0,50,4.44,0
143.14,14124.74,7,76.77,10,4.78,0
56.86,10686.98,6,88.63,37,1.32,0
180.73,3181.92,9,96.59,59,4.06,0
196.02,4408.2,9,35.83,63,2.81,0
195.33,12790.71,11,80.88,21,2.56,0
162.45,3930.29,13,25.01,37,3.76,0
69.51,2015.31,7,56.83,45,2.07,0
163.74,10845.92,8,22.09,14,1.08,1
53.69,6635.37,6,38.0,43,1.86,0
53.32,13880.56,1,93.48,33,1.74,0
98.54,10103.57,1,18.88,3,1.14,1
123.3,2265.87,6,65.08,44,2.29,0
165.56,14269.99,2,61.33,35,2.9,0
152.49,4619.8,14,16.47,25,3.94,0
116.89,5720.97,8,35.97,8,2.3,0
91.04,6631.65,1,58.48,62,1.78,0
199.57,1717.14,13,22.78,18,1.92,1
113.93,7951.22,2,81.06,28,4.56,0
117.71,2726.46,8,97.35,12,1.82,0
74.54,6613.58,12,25.4,64,4.52,0
