marketing_spend,impressions,clicks,price,conversion_rate
4034.04,6603,414,44.39,0.028
1796.68,3612,92,183.64,0.0115
14951.85,38078,1416,184.21,0.0331
11702.23,23979,1693,148.7,0.0333
16915.66,25383,1541,187.45,0.0384
3225.56,12217,467,167.95,0.018
16007.71,57783,1446,170.85,0.034
4431.73,14872,519,126.85,0.0141
3691.29,7086,212,82.03,0.0245
3703.18,6669,149,67.03,0.024
16384.21,27345,1696,85.62,0.0483
13471.35,44591,1233,136.84,0.0411
10699.78,40895,1709,59.35,0.0448
7497.19,19315,715,73.97,0.0376
17605.41,31652,2492,109.57,0.0448
8152.68,22672,847,69.62,0.0327
16423.69,38958,608,130.07,0.0379
9063.13,22087,360,186.94,0.0174
7850.42,23970,1231,157.18,0.031
9522.26,31393,1631,143.29,0.0291
6376.87,11329,445,129.06,0.0204
15078.38,23959,964,112.95,0.0372
10303.05,41066,566,61.72,0.0349
5028.15,10468,483,182.1,0.0195
18041.7,29491,1337,72.25,0.0552
7985.88,15770,323,45.52,0.0357
11099.28,17730,306,157.5,0.0196
18176.21,45068,841,59.85,0.0503
12672.64,44430,759,93.22,0.0389
2779.51,6541,345,34.81,0.0296
18826.73,49146,1167,53.3,0.0498
12740.31,40628,1121,59.44,0.0443
7030.66,19491,432,39.25,0.037
3215.81,11749,905,141.63,0.0205
15983.49,58581,4090,172.29,0.0388
12591.42,19199,502,93.46,0.0374
10902.49,37560,1237,178.68,0.0261
17930.91,47550,1174,66.27,0.0572
15877.65,63068,2802,85.32,0.0481
3457.66,9364,106,55.63,0.0338
6578.58,26099,1488,135.5,0.0324
5345.54,18102,844,101.38,0.0305
15006.95,31837,2321,134.26,0.0437
1153.88,3284,71,159.48,0.0079
11612.85,46223,3064,122.77,0.0362
15367.94,55998,3664,136.7,0.0385
17596.93,30679,580,188.99,0.0459
7170.59,23419,888,80.84,0.0373
16514.52,39039,855,91.06,0.0425
2657.32,4032,112,152.01,0.0206
17005.82,42663,1213,133.92,0.043
2986.03,6232,305,60.35,0.0307
8247.1,29254,1135,93.95,0.0279
16047.26,37604,2871,109.53,0.0449
3423.39,12217,230,101.3,0.0239
4970.4,7463,583,60.31,0.0328
14583.93,33099,865,187.15,0.0295
14540.71,30578,1960,159.59,0.0329
13002.38,27096,914,111.83,0.0442
14031.99,23440,469,145.61,0.0312
11083.13,21809,1528,182.54,0.0235
5410.08,15629,494,53.15,0.0325
7241.07,16136,906,72.56,0.0297
4041.16,10279,510,122.26,0.0194
18214.79,44484,1914,165.83,0.0413
11876.14,43820,1959,36.16,0.0367
8316.6,31297,1917,197.28,0.0177
9509.11,25983,419,107.33,0.0438
18972.03,44117,2505,91.07,0.0516
3490.35,6167,448,79.76,0.0235
11931.48,46336,651,59.64,0.044
10364.83,17108,340,164.57,0.0319
12423.36,27880,1677,192.42,0.0344
853.15,1915,78,100.32,0.0206
17506.42,40282,1541,191.91,0.042
18676.31,35685,699,170.05,0.0308
11520.1,39835,1811,111.78,0.0308
14084.69,25440,480,144.58,0.0375
18488.74,57080,2475,103.95,0.049
14291.15,25861,1641,124.98,0.0344
3474.51,5824,164,39.87,0.0325
11737.62,44293,1934,148.36,0.0297
12330.94,24358,1935,38.98,0.0432
8770.55,31163,1809,168.9,0.0314
14860.66,42525,2930,170.24,0.0398
18720.16,31724,1238,70.3,0.0461
18548.59,72128,4598,85.02,0.044
9291.37,19674,253,111.82,0.0307
2708.14,9882,184,131.43,0.0208
19704.4,37872,917,78.85,0.0484
16858.51,61278,2337,130.72,0.0474
2930.92,4493,311,80.62,0.0281
18456.42,51299,1756,39.43,0.0558
17462.98,59786,3337,30.43,0.0468
10617.34,40739,2430,47.2,0.047
12029.87,45389,2316,164.68,0.0175
8280.55,29388,1029,193.44,0.0272
1567.85,5833,294,102.58,0.0268
7036.35,14059,477,117.16,0.0267
16155.64,35711,567,54.96,0.0551
590.32,1312,104,123.68,0.0182
7003.23,17106,323,54.59,0.0354
8264.29,20523,309,133.91,0.0307
10979.21,31416,2246,188.65,0.0435
18437.18,35025,1090,63.27,0.0581
7253.75,23416,1300,159.98,0.0284
7265.59,13942,461,34.0,0.0329
14881.27,33866,1267,93.83,0.0437
9318.25,25703,729,48.83,0.035
4879.79,17036,579,89.92,0.0324
9322.57,31218,1210,59.5,0.0387
3246.71,10110,611,93.46,0.0199
3939.55,7444,341,100.98,0.0262
10218.17,29302,2228,81.1,0.033
8669.05,14899,193,141.63,0.0296
18339.5,44811,2026,186.2,0.0346
7566.68,19172,976,98.1,0.0317
11821.47,18909,1407,62.7,0.0452
12829.15,28031,377,76.02,0.0414
755.34,2938,147,175.18,0.0117
13438.98,52198,3641,127.18,0.0385
3971.7,9456,255,107.35,0.0287
19240.87,30935,2207,55.44,0.0478
3398.92,6620,75,106.45,0.0258
8585.17,21296,1305,77.34,0.0417
2164.32,8375,631,190.34,0.0171
19939.05,36947,2069,180.29,0.0422
10292.8,35086,1429,44.26,0.0442
12110.01,21455,282,117.83,0.0386
1807.99,7147,532,68.26,0.0297
15124.23,37115,1593,99.83,0.0326
4593.16,15792,190,179.06,0.0112
18012.06,42445,2474,119.68,0.0501
4500.22,13812,604,86.82,0.0205
4218.41,8353,156,65.34,0.0318
1212.72,2262,57,166.06,0.0135
9705.31,37318,542,136.17,0.026
11514.4,43687,2193,109.57,0.0381
1781.32,6624,355,66.97,0.027
15622.79,47862,2173,86.82,0.0553
9339.13,32880,2209,193.17,0.0216
10725.61,17940,1261,118.42,0.0414
9094.87,21254,1128,98.12,0.0356
8314.88,18993,207,118.64,0.0273
11412.99,35256,2068,162.43,0.0349
3527.18,8430,331,87.82,0.0293
4047.6,7574,376,60.38,0.0302
17304.82,51762,2869,129.44,0.0443
18949.25,67004,2313,143.08,0.0411
7779.53,19101,1417,151.16,0.0224
5779.52,10580,205,179.94,0.0245
13057.99,26008,1483,93.1,0.0392
8470.32,17734,183,42.81,0.038
995.03,2239,167,192.92,0.0136
3544.98,11014,197,103.95,0.0262
14461.46,43419,723,135.95,0.031
13349.02,43253,1441,143.27,0.0421
1028.37,2475,89,122.91,0.0199
4828.46,17189,430,64.89,0.0297
5005.96,10063,513,158.37,0.0238
13601.91,36352,1491,166.64,0.0349
884.36,3097,38,124.01,0.0228
2530.12,4935,160,113.06,0.0252
16098.36,28569,1906,49.37,0.0528
3981.62,14769,861,44.27,0.0383
13228.55,31184,1894,87.73,0.0455
5144.56,16512,972,82.84,0.0286
2439.11,3813,121,192.12,0.0088
5241.86,16906,287,163.22,0.0299
14584.21,33402,971,142.19,0.0365
17186.08,28174,1922,118.0,0.0416
16689.29,50477,3969,58.45,0.0405
8245.08,17331,772,196.34,0.0244
13527.66,33373,356,93.76,0.0417
4497.19,7652,152,48.18,0.0244
6216.38,11612,378,113.95,0.0302
17978.55,40361,2038,178.58,0.0366
753.54,1299,20,180.84,0.0265
2167.42,8186,622,31.86,0.0272
4553.78,6900,245,180.67,0.0166
1017.38,2757,204,76.15,0.0195
4037.99,7301,472,36.63,0.0388
11869.31,26934,1694,174.12,0.0285
8717.78,33260,1745,176.86,0.0218
17907.1,34099,1837,131.36,0.0473
16440.15,64356,3518,127.65,0.035
7165.44,14435,780,168.23,0.0271
5558.76,18644,909,163.67,0.0309
7904.0,22658,1791,181.32,0.0266
12010.75,44574,2731,123.97,0.0388
5727.24,16523,1064,194.5,0.0235
12670.9,35940,2554,199.34,0.0376
8483.53,16871,423,49.81,0.0438
11264.92,21579,342,174.42,0.0317
9004.47,34138,1495,114.97,0.0365
6242.08,14479,666,95.89,0.0253
18994.84,46161,3141,134.22,0.049
15390.31,52320,2149,39.51,0.0441
3232.21,7586,379,116.1,0.0214
17435.13,67651,3172,178.05,0.0229
10004.91,33465,424,66.29,0.0404
17943.77,53716,2850,102.49,0.0434
16097.18,59596,4050,189.71,0.0407
8791.66,14278,300,102.86,0.0349
938.15,2010,104,90.92,0.0279
5739.21,15281,788,104.89,0.0227
11061.87,22870,492,118.31,0.04
12852.83,43182,805,137.44,0.0461
5528.81,20999,1651,166.12,0.0255
3217.44,8235,309,106.86,0.0281
16781.14,39525,1024,168.97,0.0391
19695.84,76890,1691,120.73,0.0448
10750.96,28083,1593,87.54,0.0412
3847.75,10476,552,141.85,0.0141
5809.99,13823,761,152.01,0.0214
858.62,3240,52,124.87,0.0099
18328.83,53564,3886,39.62,0.05
2796.15,9522,355,58.88,0.0315
11742.07,41444,1324,78.5,0.0423
5844.08,13761,583,78.05,0.0312
11306.47,29219,1090,144.48,0.0334
13202.7,47809,3368,33.12,0.0371
16679.97,40168,3015,158.47,0.0373
4525.21,15770,493,75.11,0.0259
714.42,2752,194,82.7,0.0195
3169.27,9692,627,119.74,0.0258
18050.36,60542,4550,66.71,0.0461
17540.86,61617,1676,180.36,0.0353
12149.56,43891,2212,44.51,0.0333
12210.08,30374,887,105.55,0.0363
13468.22,21928,1484,174.4,0.0273
3919.74,9818,102,134.69,0.0228
18331.03,58373,2892,79.7,0.0448
8666.03,22756,768,101.53,0.0334
7971.2,26882,876,150.14,0.0262
10618.9,25405,1401,195.45,0.0347
1415.84,4370,304,181.83,0.0164
3742.53,7358,387,88.21,0.0176
14891.66,50236,3503,199.69,0.026
2114.57,6057,173,30.6,0.0304
12261.47,24648,1143,34.7,0.0403
5284.31,11783,489,170.05,0.0061
8091.26,27280,295,63.91,0.0425
6129.53,16590,813,40.33,0.0388
7435.62,15169,854,70.32,0.0367
14521.4,56897,2926,102.44,0.0385
6293.87,20693,1273,154.2,0.0262
11544.89,44942,2247,136.14,0.0302
9782.98,25120,369,70.4,0.0387
13441.59,36128,656,115.56,0.034
18768.18,70285,3637,187.46,0.047
14785.16,41585,1216,168.55,0.0275
4691.34,15332,239,84.94,0.0347
1108.07,2361,95,196.98,0.0122
5614.15,14691,717,150.47,0.0209
12104.02,21892,723,40.62,0.0449
1502.8,3028,183,35.98,0.0323
10179.14,15293,842,58.63,0.0462
12138.44,19399,646,153.74,0.0344
7017.76,27672,1739,61.24,0.0299
15532.79,32710,1812,116.95,0.0419
2578.67,8144,445,45.85,0.0384
1965.19,7070,345,186.55,0.021
14699.68,42286,457,88.47,0.0477
10162.08,19134,1124,184.38,0.0308
13923.85,46231,1679,190.63,0.0353
8979.13,26943,2047,31.04,0.0462
5304.84,17655,1187,108.9,0.0248
16472.5,56408,2885,34.19,0.0445
16088.61,63365,1752,184.48,0.036
14046.58,41211,1000,118.13,0.0352
5806.83,13670,462,42.74,0.0292
12009.5,37484,1625,48.75,0.0395
7538.99,12598,387,95.2,0.0442
2285.85,8557,394,189.84,0.0151
18387.61,33069,713,147.79,0.0446
3167.96,7348,576,177.5,0.0109
19029.63,67353,1182,92.3,0.0401
9197.11,27530,2071,37.35,0.036
4110.09,10210,755,195.63,0.0238
11067.07,29699,1389,32.92,0.045
17522.44,63718,3870,191.1,0.0402
14778.39,34729,1407,92.68,0.0466
16227.94,59623,3226,31.72,0.0482
13346.28,22960,777,147.16,0.0422
13999.39,48186,1498,196.69,0.0282
17059.32,61735,3116,194.16,0.0432
5368.53,10493,471,57.36,0.0345
10043.79,25871,1308,60.81,0.03
4813.58,9212,277,126.14,0.0209
19759.53,64545,2303,138.34,0.0369
18909.16,53671,852,155.7,0.0486
1268.82,3919,54,60.78,0.0257
14258.72,28392,788,193.03,0.0209
18542.34,37629,572,138.59,0.0458
4021.22,6449,111,174.0,0.0159
11574.93,26682,1785,121.81,0.0278
18352.02,53209,677,100.43,0.0559
1161.95,4235,238,196.12,0.0127
14099.7,44658,1299,128.96,0.0368
6298.31,16303,1158,177.37,0.0197
18525.73,71932,3161,192.06,0.031
19435.64,64101,2012,144.81,0.0381
18913.2,72351,3345,123.32,0.0525
9747.18,27477,1009,30.6,0.0392
17309.83,37169,1840,36.8,0.0524
16968.71,27694,499,64.14,0.0388
6722.46,22286,1778,61.62,0.0273
16663.85,30049,1196,73.31,0.0507
1221.65,2757,95,81.84,0.0255
12127.26,34334,2050,91.21,0.0478
4985.17,14512,515,101.49,0.034
2851.05,8557,585,46.81,0.0284
2000.59,3832,160,37.2,0.0316
14077.63,34481,2082,144.57,0.0351
7127.56,21689,380,121.35,0.0388
14632.95,57428,3976,105.5,0.0471
1774.45,5890,362,137.85,0.0197
6648.16,25306,628,170.71,0.0239
11020.08,37529,757,102.71,0.0435
15919.1,47428,1524,138.99,0.0429
6715.67,13297,1042,192.11,0.0287
12704.88,40233,1126,172.74,0.0208
17776.57,54369,2280,102.42,0.0487
12509.33,37605,455,139.6,0.0322
5042.71,13739,519,60.1,0.0403
975.82,2753,138,125.29,0.0267
17466.93,40805,3130,196.83,0.0367
914.75,2560,118,118.11,0.0272
17556.68,35006,2357,187.7,0.0465
10814.27,37990,1835,99.25,0.0367
18811.82,36955,475,199.8,0.0506
16076.27,27529,882,128.47,0.0411
19959.72,51708,2600,37.19,0.0551
7338.88,23086,1767,129.75,0.0324
15460.17,40108,2813,76.68,0.0438
8337.65,18275,475,35.52,0.0394
9857.57,28542,725,169.55,0.0349
12736.36,30153,726,76.87,0.0415
17536.7,67204,5012,165.41,0.0313
19689.63,74951,5223,79.0,0.0535
15481.33,42665,2741,63.04,0.0434
8646.45,20057,752,195.57,0.0277
8716.46,29138,1320,91.48,0.0374
14882.85,23690,1007,132.23,0.0465
5156.15,13854,384,133.7,0.0289
2654.25,6213,282,125.28,0.0269
7415.13,28187,342,185.5,0.0192
6101.16,9335,179,144.65,0.0287
6278.01,18093,1304,98.63,0.0394
5055.35,16944,1061,176.6,0.0165
1320.82,3583,142,60.78,0.0349
848.54,1454,67,122.52,0.0163
19760.59,77682,2789,191.59,0.0362
8841.58,24712,1529,136.32,0.0311
7994.37,24267,1575,168.88,0.0287
13753.12,28765,1825,141.11,0.0411
4755.95,12883,780,172.69,0.0151
19024.24,48947,1190,190.56,0.0417
15833.73,26715,899,76.4,0.0427
2243.51,3961,170,58.84,0.02
8642.83,31060,1030,112.28,0.0271
17642.81,37042,2328,149.32,0.0378
18922.27,37606,1243,68.62,0.0541
9614.33,26557,523,30.7,0.0471
12461.52,42642,1618,88.3,0.0325
3757.16,6218,489,194.71,0.0179
19827.79,58334,1506,148.14,0.039
5017.6,9022,477,98.23,0.0308
18883.27,30046,1211,62.74,0.0489
13168.11,21489,322,90.54,0.0354
12350.87,44283,1955,58.87,0.0466
10497.43,18842,1115,48.07,0.038
4998.06,8061,370,184.15,0.0175
3942.3,10229,727,199.6,0.0049
4799.48,17326,524,57.9,0.0361
4135.55,8916,143,39.27,0.0364
15701.9,40107,3030,86.05,0.045
7327.44,11722,428,108.48,0.0225
1627.93,4270,215,64.82,0.032
19397.5,57107,3737,81.24,0.0476
17733.82,51912,1698,64.15,0.0479
18591.17,43337,2606,161.62,0.0533
19900.7,45549,887,151.14,0.0412
3890.96,6874,209,137.94,0.0258
8226.72,19884,400,95.83,0.0356
15285.65,26731,1785,184.54,0.0364
14072.4,48078,1230,194.82,0.033
3500.97,13709,826,59.52,0.0312
16408.75,64407,4897,67.91,0.0492
4876.59,17861,838,119.36,0.0251
4864.44,14603,698,45.51,0.0403
10971.0,35679,1508,104.2,0.0295
12062.33,26694,876,128.9,0.0403
11811.68,36344,1574,118.75,0.04
2283.99,6028,315,86.25,0.0283
17610.49,47637,3764,122.22,0.0498
5679.2,19278,1458,193.0,0.0188
3025.54,6671,469,65.02,0.0187
17830.59,40923,2956,141.32,0.0423
19135.2,72936,3118,37.38,0.05
17311.49,28401,1591,41.29,0.0482
16285.56,44200,3211,123.81,0.0358
13277.22,50214,1883,47.84,0.0427
11241.72,34016,2630,33.8,0.0405
2196.24,6294,246,59.16,0.0155
8464.84,17982,936,126.02,0.0336
7767.43,18317,1093,149.57,0.0378
5565.2,20202,1546,64.42,0.0349
14606.69,42331,1148,143.6,0.0365
10169.58,28341,1764,61.02,0.0389
2080.4,3639,169,134.29,0.0176
4793.57,7382,213,100.03,0.0276
13823.55,54039,3478,141.15,0.0364
1984.55,4847,236,199.16,0.0089
17098.53,51433,2894,189.43,0.0451
10155.36,17257,563,30.73,0.0347
9871.44,31665,1383,180.52,0.0303
12051.95,46176,2457,41.3,0.0434
16581.28,48735,1869,192.02,0.0452
7282.28,13219,316,77.91,0.0348
13721.31,40537,3134,94.95,0.0393
11531.77,39391,1804,45.58,0.0415
5707.05,14359,881,49.09,0.0339
17633.28,65236,2529,153.55,0.0354
16049.81,50103,1747,190.54,0.0312
13339.81,49999,1925,133.83,0.0277
17086.34,52263,2020,151.69,0.0358
17412.24,31833,1531,159.53,0.0406
14313.08,32551,1564,74.68,0.0455
16821.76,33719,1511,37.69,0.0416
14100.69,53189,1034,30.32,0.0474
13762.75,46807,2093,89.61,0.0445
12562.92,40088,875,71.05,0.0409
15177.97,34187,644,40.59,0.0455
3592.8,7042,530,60.52,0.0273
17676.98,59945,3138,51.16,0.0487
17500.95,46997,2640,185.53,0.0345
1070.32,2210,84,53.85,0.0271
16603.43,50500,3718,121.4,0.0543
3012.96,4823,264,130.83,0.0177
7034.82,16289,1040,122.39,0.0267
14998.41,40067,1434,46.84,0.0476
3634.82,6797,525,84.2,0.0236
16450.36,65170,4395,38.72,0.0563
16726.62,33834,2361,97.26,0.0335
10395.62,18981,419,62.06,0.0367
624.52,1255,36,125.48,0.0225
6097.24,20869,626,147.78,0.0229
12530.07,32124,930,120.46,0.0326
19633.13,57202,3997,103.82,0.0513
12820.36,19904,243,95.85,0.0442
5566.17,8828,135,173.09,0.0221
12863.11,33631,981,67.29,0.0386
11029.71,39063,937,154.82,0.0333
15706.99,58322,1530,158.77,0.0357
2586.12,4440,292,101.26,0.0275
15340.04,43656,2157,80.54,0.0524
11054.7,41821,435,109.99,0.0226
19278.34,47616,1907,45.85,0.0549
7166.51,25612,987,37.81,0.0283
12836.13,23545,423,48.97,0.0566
18674.55,71682,4110,61.81,0.0495
2498.94,8443,499,115.71,0.0259
18775.96,72350,4374,174.35,0.0406
13913.77,44406,2708,70.06,0.0398
1822.82,4390,44,188.98,0.0092
6368.79,24491,1880,192.33,0.0282
14309.36,31322,2098,193.01,0.0369
1813.34,4226,310,172.39,0.0252
11852.32,38544,428,91.85,0.0389
7244.72,24728,1864,42.36,0.0381
12607.85,48206,3215,126.7,0.0349
1391.97,2801,192,124.98,0.0182
17494.97,61145,1011,174.5,0.0336
19483.03,65197,4024,199.32,0.0397
19393.12,32183,2484,116.39,0.0435
15118.21,37313,2145,88.68,0.046
3036.68,6702,335,61.6,0.0292
15286.13,34565,2634,30.82,0.0513
979.44,3876,159,116.55,0.0282
931.41,2894,150,124.44,0.0188
6810.4,22435,972,170.24,0.027
10028.54,39528,2976,115.78,0.0437
15522.94,37923,581,185.8,0.0412
13824.26,48449,2184,136.77,0.0428
9195.1,23782,1381,172.86,0.025
5835.72,21439,1403,55.21,0.0344
19943.93,38923,1978,175.41,0.0358
8810.54,34090,2510,144.77,0.0312
9302.05,19041,1446,58.94,0.0394
3690.66,8546,124,62.26,0.0294
15998.79,54244,2070,187.51,0.0404
14026.8,34848,406,35.48,0.0415
4805.01,14514,480,108.63,0.0345
2106.43,5501,262,83.29,0.0293
13769.74,46210,3408,143.06,0.036
13262.97,27465,1902,172.74,0.0319
5828.56,9595,182,91.26,0.032
19041.84,42841,707,102.57,0.0559
3445.63,9254,474,196.93,0.016
8930.53,17147,810,163.27,0.0278
18900.51,45115,1292,182.52,0.0402
8684.68,21711,1584,104.59,0.0415
12951.26,21285,1595,69.79,0.0406
8253.09,24415,932,100.02,0.0322
5847.2,21698,1569,151.74,0.0309
19687.56,37000,1364,48.6,0.0554
8482.01,25400,1564,75.98,0.0408
17934.93,56708,2456,37.93,0.0486
4984.11,12701,236,103.5,0.0261
4655.54,15143,1135,170.67,0.0273
1107.11,2797,117,34.19,0.0249
13207.5,36474,2240,144.8,0.0346
7686.26,11671,417,188.52,0.024
17354.99,56044,635,70.28,0.0441
9727.59,30675,523,147.92,0.0277
19379.77,30930,1384,195.77,0.0401
4117.75,9968,581,193.59,0.0171
17438.15,68838,2301,69.94,0.0556
15643.64,39920,2343,47.06,0.0565
15532.98,42791,2521,55.21,0.0435
16973.27,64071,3798,149.35,0.0411
15339.97,50517,2247,153.38,0.041
12711.3,37564,2781,144.62,0.0422
3059.28,10691,473,87.13,0.0295
1134.26,4152,172,58.86,0.0273
18456.53,48766,1168,128.73,0.0481
12524.68,33663,1062,112.23,0.0409
16032.48,39522,512,153.9,0.034
9889.69,38736,2105,105.03,0.0353
2787.51,9040,248,87.57,0.0327
2941.12,5024,157,79.89,0.0254
13868.52,50723,3244,65.95,0.0449
8890.96,24018,790,75.18,0.0346
4410.23,7373,199,46.12,0.0204
10086.09,28990,633,88.97,0.0363
1752.07,4455,286,36.22,0.0305
11848.44,43773,835,61.69,0.039
5745.37,11548,482,156.95,0.0171
16052.4,57245,2604,85.33,0.0411
6552.06,18963,1102,143.6,0.0293
9376.79,15345,834,151.87,0.0387
726.6,2855,191,128.8,0.0251
1912.71,5320,70,192.98,0.0068
8153.62,18160,558,33.64,0.0431
9858.81,26358,780,155.57,0.0259
12200.4,44466,899,192.99,0.0261
6187.42,13998,423,176.59,0.0193
14052.15,27847,882,58.54,0.0488
17272.39,31482,1465,85.56,0.0521
15707.09,35257,1991,59.32,0.0471
1272.57,4391,161,132.22,0.0183
9869.89,26442,1596,151.07,0.032
2546.14,5267,177,83.9,0.0283
5219.88,9998,303,121.72,0.0315
19739.92,46030,2204,147.46,0.0384
3278.66,12622,147,101.63,0.0249
10228.32,24114,376,175.18,0.0225
12554.04,49843,1957,161.16,0.0325
14198.07,38520,2928,40.99,0.0461
11413.15,22232,1345,135.59,0.0333
690.53,2574,42,70.01,0.02
6866.0,18201,1260,124.78,0.0204
10595.38,34691,2125,192.67,0.0162
2213.4,8763,462,179.44,0.0147
7337.23,11926,804,98.77,0.029
1147.46,1999,77,79.56,0.0204
2032.28,6709,171,69.85,0.0327
8240.0,18166,833,120.53,0.026
3087.96,6055,293,49.42,0.0368
11567.05,18489,882,123.38,0.0431
13944.57,21678,1074,30.23,0.0381
16111.44,55362,4230,85.05,0.0461
4402.93,8084,591,67.39,0.0279
3765.91,10052,717,195.11,0.0016
2539.07,7655,506,153.63,0.0112
12910.39,33191,2524,89.44,0.0443
14276.28,22382,378,45.78,0.0569
1115.93,3860,110,117.86,0.0244
18756.14,28627,1278,66.29,0.0531
1513.44,5153,357,121.19,0.02
11055.28,41272,1872,172.01,0.0378
14326.68,36993,2307,134.68,0.0488
17483.9,49634,979,137.74,0.0395
14424.7,38838,1075,121.98,0.0294
16133.7,39899,2443,187.64,0.0249
7119.28,26473,570,188.42,0.0284
16389.09,61211,2118,117.16,0.0426
2062.24,4825,138,81.98,0.0258
17948.92,54523,1881,108.13,0.0372
11178.05,42670,2542,61.71,0.0368
16437.31,64190,2295,138.18,0.0394
9320.21,25839,1263,115.02,0.0335
13049.77,34348,584,47.56,0.0428
10764.85,23648,1569,63.6,0.0346
14766.0,57546,2065,111.54,0.0371
2091.78,3885,215,180.89,0.0211
1676.87,4946,301,126.29,0.0211
5318.51,11735,290,145.86,0.0265
3611.12,7936,571,87.63,0.0222
17499.78,43967,2336,127.14,0.0288
4774.67,19084,764,106.05,0.0239
19529.37,31978,728,142.05,0.0408
7069.47,20829,1582,38.6,0.0385
4051.3,6913,435,113.86,0.0411
15899.12,29991,737,80.32,0.0493
13344.8,34682,1167,85.45,0.0552
10214.82,28358,1891,193.36,0.0288
11329.59,24324,1428,61.06,0.0377
14524.43,33278,2117,82.91,0.0452
4954.87,8510,348,116.68,0.0347
19928.51,45000,2707,176.71,0.0514
19508.47,76403,2831,100.83,0.0463
13181.35,50903,1262,156.46,0.0354
4391.08,10263,557,175.58,0.0119
13764.45,40290,3156,82.7,0.0465
1907.87,7200,229,96.77,0.031
1097.72,1664,70,90.61,0.0228
5524.82,19484,1114,171.59,0.0178
9521.15,36856,1766,37.54,0.0423
17431.31,30127,2080,82.43,0.05
14679.8,27945,1770,145.5,0.0379
14982.78,58461,823,126.13,0.0408
8797.12,25018,1999,104.17,0.0319
7245.73,11126,697,121.79,0.0337
7735.26,16585,1169,63.59,0.0389
19759.17,51865,2883,103.22,0.0444
1282.13,4144,290,115.29,0.0153
17407.11,58016,1037,183.2,0.0365
11784.17,47002,1614,74.34,0.0439
9053.0,20087,1433,177.53,0.0266
14642.52,41666,1005,139.52,0.0348
9990.04,28305,438,33.46,0.0429
17531.75,44077,2872,153.19,0.0393
18063.69,34735,2379,36.04,0.0579
8723.56,34403,736,199.55,0.0248
5898.14,21430,1496,178.35,0.0194
12050.83,33090,1922,80.55,0.0412
18291.09,55022,2553,73.76,0.0566
4607.91,9530,649,94.84,0.0246
12647.85,36166,1423,90.55,0.0419
12815.42,41489,978,93.3,0.0395
14795.7,41249,1235,84.11,0.0459
3065.57,12188,553,135.59,0.0178
14458.59,43786,2066,57.92,0.0464
18226.13,44243,2937,173.82,0.0455
4003.82,13735,898,168.11,0.0145
5132.09,9885,501,111.0,0.02
19442.2,47853,3094,174.96,0.0352
4029.05,9538,223,72.01,0.023
17160.51,44266,598,32.99,0.0554
10099.42,34888,2482,135.27,0.0246
5321.01,14422,220,107.84,0.0257
17479.62,60917,1661,126.42,0.0467
9183.45,27011,1585,182.89,0.0276
10538.94,24821,960,194.89,0.0244
7505.05,26455,1887,137.86,0.0284
12062.54,25280,780,159.89,0.0326
3688.72,7602,82,44.25,0.03
8126.09,22438,697,57.32,0.0354
19403.54,41759,2107,154.64,0.0548
5533.6,8426,306,103.33,0.032
13306.36,41526,1970,105.81,0.0518
6841.21,19003,1356,82.46,0.0295
15582.73,40730,3009,133.25,0.0396
3052.04,11956,342,61.48,0.0218
19411.51,56837,2407,136.58,0.0414
9348.9,34204,1657,59.55,0.0476
5102.98,9434,721,40.85,0.031
1933.19,5651,452,86.16,0.0339
3810.28,13984,370,69.29,0.0226
10635.59,31458,1915,181.13,0.0226
7071.56,23301,850,39.34,0.035
16663.23,40493,428,60.02,0.0487
8902.31,15411,164,123.28,0.0356
5349.93,14149,598,111.78,0.0291
12534.33,31163,1377,37.79,0.0429
14282.16,52382,607,31.23,0.0476
3757.32,7928,460,197.97,0.0142
3768.57,14761,451,142.0,0.0169
1215.09,4733,233,92.12,0.0182
14859.84,31489,978,109.97,0.0464
13444.19,31864,691,75.31,0.0335
9755.3,36474,1404,88.63,0.0439
16961.32,66430,1744,140.34,0.0397
16210.57,42287,2006,180.08,0.0324
11914.41,27433,656,61.3,0.0454
17431.29,49073,2237,172.86,0.0463
4513.9,14532,305,50.66,0.0373
2682.43,5858,334,66.55,0.0299
5760.12,19246,1208,36.32,0.0404
1613.19,2628,47,53.94,0.0184
10857.81,17625,753,185.94,0.0251
18763.81,46266,692,108.1,0.0428
1267.2,3021,157,43.2,0.0337
2881.14,6595,188,193.15,0.0131
9317.88,25415,1193,179.43,0.0303
18710.56,43069,1991,158.3,0.0449
6665.04,13201,986,188.69,0.0168
10391.08,23626,1144,67.42,0.0359
1310.67,5160,262,172.18,0.0212
3392.69,8576,327,147.3,0.0165
19739.29,51555,3941,177.86,0.0424
19319.81,56827,3660,165.47,0.0385
596.33,2360,71,88.9,0.0204
19060.33,40103,2771,161.65,0.0422
12962.84,41523,1672,74.62,0.0381
17424.41,57326,3899,85.86,0.0427
9367.43,28274,1911,48.34,0.0406
10554.12,18168,422,188.96,0.0227
10032.51,32026,1892,79.47,0.033
13503.85,22420,680,118.51,0.0337
3223.2,9639,297,96.53,0.0248
1084.49,3632,112,193.19,0.017
6504.63,13188,802,86.96,0.0386
14241.27,51326,1339,162.35,0.0315
4436.14,6991,70,175.42,0.0299
13631.93,49205,2956,104.05,0.035
19413.28,51461,1131,94.29,0.0551
2331.06,4765,82,157.12,0.0142
